ResponseId,Country_Normalized,ConvertedCompYearly,devtype_grouped,WebframeHaveWorkedWith
492,France,59073.0,Software Developer,Next.js
492,France,59073.0,Software Developer,Node.js
492,France,59073.0,Software Developer,React
492,France,59073.0,Software Developer,WordPress
493,Canada,119943.0,Software Developer,React
493,Canada,119943.0,Software Developer,Spring Boot
497,USA,100000.0,Research & Education,Django
497,USA,100000.0,Research & Education,Flask
497,USA,100000.0,Research & Education,jQuery
497,USA,100000.0,Research & Education,Node.js
497,USA,100000.0,Research & Education,Vue.js
498,Dominican Republic,14142.0,Data & AI,Django
499,USA,102000.0,Software Developer,Angular
499,USA,102000.0,Software Developer,ASP.NET
499,USA,102000.0,Software Developer,ASP.NET CORE
499,USA,102000.0,Software Developer,jQuery
501,Turkey,123654.0,Management,Laravel
501,Turkey,123654.0,Management,Node.js
502,Ukraine,650.0,Software Developer,ASP.NET
502,Ukraine,650.0,Software Developer,ASP.NET CORE
502,Ukraine,650.0,Software Developer,FastAPI
506,Germany,42962.0,Software Developer,AngularJS
506,Germany,42962.0,Software Developer,Django
506,Germany,42962.0,Software Developer,jQuery
506,Germany,42962.0,Software Developer,Node.js
506,Germany,42962.0,Software Developer,React
506,Germany,42962.0,Software Developer,Vue.js
506,Germany,42962.0,Software Developer,WordPress
511,USA,170000.0,Software Developer,Angular
511,USA,170000.0,Software Developer,AngularJS
511,USA,170000.0,Software Developer,ASP.NET CORE
511,USA,170000.0,Software Developer,React
513,Austria,42962.0,Software Developer,Node.js
513,Austria,42962.0,Software Developer,React
516,USA,136000.0,Infrastructure & DevOps,Drupal
516,USA,136000.0,Infrastructure & DevOps,Express
516,USA,136000.0,Infrastructure & DevOps,Node.js
516,USA,136000.0,Infrastructure & DevOps,React
516,USA,136000.0,Infrastructure & DevOps,Vue.js
517,Italy,48333.0,Software Developer,No webframe reported
518,USA,3000.0,Infrastructure & DevOps,No webframe reported
521,Switzerland,167125.0,Software Developer,No webframe reported
522,France,53703.0,Management,Node.js
522,France,53703.0,Management,Symfony
522,France,53703.0,Management,WordPress
525,Belgium,46185.0,Software Developer,jQuery
528,Peru,79218.0,Software Developer,AngularJS
528,Peru,79218.0,Software Developer,jQuery
528,Peru,79218.0,Software Developer,Node.js
529,USA,175000.0,Software Developer,ASP.NET
529,USA,175000.0,Software Developer,jQuery
531,Germany,85925.0,Software Developer,ASP.NET
531,Germany,85925.0,Software Developer,ASP.NET CORE
531,Germany,85925.0,Software Developer,Blazor
531,Germany,85925.0,Software Developer,React
531,Germany,85925.0,Software Developer,Vue.js
535,Bolivia,31200.0,Software Developer,ASP.NET
535,Bolivia,31200.0,Software Developer,ASP.NET CORE
535,Bolivia,31200.0,Software Developer,Express
535,Bolivia,31200.0,Software Developer,jQuery
535,Bolivia,31200.0,Software Developer,Node.js
538,Germany,55851.0,Infrastructure & DevOps,Django
538,Germany,55851.0,Infrastructure & DevOps,React
538,Germany,55851.0,Infrastructure & DevOps,Vue.js
539,USA,130000.0,Software Developer,No webframe reported
543,Morocco,3618.0,Software Developer,Angular
543,Morocco,3618.0,Software Developer,ASP.NET CORE
543,Morocco,3618.0,Software Developer,Django
543,Morocco,3618.0,Software Developer,FastAPI
543,Morocco,3618.0,Software Developer,Flask
543,Morocco,3618.0,Software Developer,jQuery
544,USA,150000.0,Research & Education,No webframe reported
549,India,13160.0,Software Developer,Angular
549,India,13160.0,Software Developer,Express
549,India,13160.0,Software Developer,Node.js
549,India,13160.0,Software Developer,Spring Boot
550,USA,160000.0,Other,Flask
550,USA,160000.0,Other,Node.js
550,USA,160000.0,Other,Ruby on Rails
550,USA,160000.0,Other,Vue.js
552,Turkey,2411.0,Software Developer,jQuery
552,Turkey,2411.0,Software Developer,Laravel
552,Turkey,2411.0,Software Developer,Node.js
552,Turkey,2411.0,Software Developer,Symfony
553,Luxembourg,118147.0,Software Developer,ASP.NET CORE
554,Georgia,50340.0,Software Developer,ASP.NET CORE
560,Uk,49681.0,Research & Education,Flask
561,USA,100000.0,Software Developer,No webframe reported
565,Saudi Arabia,16532.0,Other,ASP.NET
565,Saudi Arabia,16532.0,Other,ASP.NET CORE
565,Saudi Arabia,16532.0,Other,Blazor
566,USA,100000.0,Software Developer,Blazor
567,USA,220000.0,Software Developer,Angular
567,USA,220000.0,Software Developer,ASP.NET
567,USA,220000.0,Software Developer,ASP.NET CORE
568,Ukraine,494.0,Software Developer,Angular
568,Ukraine,494.0,Software Developer,Spring Boot
569,USA,220000.0,Software Developer,Flask
570,Brazil,10630.0,Software Developer,ASP.NET
570,Brazil,10630.0,Software Developer,Vue.js
572,Canada,218079.0,Software Developer,Deno
573,USA,140000.0,Software Developer,ASP.NET
573,USA,140000.0,Software Developer,ASP.NET CORE
573,USA,140000.0,Software Developer,Blazor
576,USA,180000.0,Software Developer,Express
576,USA,180000.0,Software Developer,Next.js
576,USA,180000.0,Software Developer,Node.js
576,USA,180000.0,Software Developer,React
576,USA,180000.0,Software Developer,Ruby on Rails
577,Germany,42962.0,Software Developer,jQuery
577,Germany,42962.0,Software Developer,Vue.js
577,Germany,42962.0,Software Developer,WordPress
579,Uk,75159.0,Software Developer,No webframe reported
580,USA,150000.0,Software Developer,Svelte
582,Uk,104458.0,Software Developer,ASP.NET CORE
582,Uk,104458.0,Software Developer,React
582,Uk,104458.0,Software Developer,Vue.js
586,USA,100000.0,Data & AI,No webframe reported
587,Ireland,47259.0,Software Developer,jQuery
587,Ireland,47259.0,Software Developer,Node.js
587,Ireland,47259.0,Software Developer,React
587,Ireland,47259.0,Software Developer,WordPress
588,USA,150000.0,Software Developer,Node.js
588,USA,150000.0,Software Developer,Spring Boot
590,USA,150000.0,Software Developer,ASP.NET CORE
590,USA,150000.0,Software Developer,Elm
590,USA,150000.0,Software Developer,Express
590,USA,150000.0,Software Developer,Phoenix
590,USA,150000.0,Software Developer,React
592,Germany,96666.0,Software Developer,Django
592,Germany,96666.0,Software Developer,FastAPI
592,Germany,96666.0,Software Developer,Flask
592,Germany,96666.0,Software Developer,React
592,Germany,96666.0,Software Developer,Vue.js
593,USA,150000.0,Software Developer,ASP.NET
593,USA,150000.0,Software Developer,ASP.NET CORE
593,USA,150000.0,Software Developer,Blazor
596,Ukraine,1740.0,Software Developer,Node.js
596,Ukraine,1740.0,Software Developer,Nuxt.js
596,Ukraine,1740.0,Software Developer,Vue.js
597,Uk,152865.0,Other,No webframe reported
599,Romania,3021.0,Data & AI,Django
599,Romania,3021.0,Data & AI,Vue.js
602,Italy,29000.0,Software Developer,Drupal
603,Ukraine,163.0,Software Developer,ASP.NET
603,Ukraine,163.0,Software Developer,ASP.NET CORE
603,Ukraine,163.0,Software Developer,Next.js
603,Ukraine,163.0,Software Developer,React
604,Uk,67516.0,Other,React
604,Uk,67516.0,Other,Spring Boot
605,Italy,64444.0,Software Developer,No webframe reported
607,USA,185000.0,Software Developer,FastAPI
607,USA,185000.0,Software Developer,Flask
607,USA,185000.0,Software Developer,Ruby on Rails
608,Switzerland,88019.0,Other,Astro
608,Switzerland,88019.0,Other,Node.js
608,Switzerland,88019.0,Other,Nuxt.js
608,Switzerland,88019.0,Other,Symfony
608,Switzerland,88019.0,Other,Vue.js
608,Switzerland,88019.0,Other,WordPress
609,USA,55000.0,Security & Blockchain,Node.js
609,USA,55000.0,Security & Blockchain,WordPress
611,Spain,85925.0,Infrastructure & DevOps,Django
611,Spain,85925.0,Infrastructure & DevOps,Flask
613,Spain,91295.0,Management,Next.js
613,Spain,91295.0,Management,Node.js
613,Spain,91295.0,Management,Nuxt.js
613,Spain,91295.0,Management,Vue.js
614,India,5982.0,Software Developer,jQuery
614,India,5982.0,Software Developer,Node.js
614,India,5982.0,Software Developer,React
614,India,5982.0,Software Developer,WordPress
616,France,67666.0,Software Developer,No webframe reported
617,Italy,178343.0,Other,No webframe reported
619,Uk,85350.0,Software Developer,ASP.NET CORE
621,USA,120000.0,Software Developer,React
623,Germany,97740.0,Software Developer,Django
623,Germany,97740.0,Software Developer,Vue.js
629,Cyprus,93980.0,Software Developer,Angular
629,Cyprus,93980.0,Software Developer,Express
629,Cyprus,93980.0,Software Developer,Node.js
630,Paraguay,100000.0,Software Developer,Ruby on Rails
630,Paraguay,100000.0,Software Developer,Vue.js
632,Switzerland,128129.0,Software Developer,Angular
633,France,44037.0,Software Developer,No webframe reported
634,USA,101000.0,Software Developer,Flask
634,USA,101000.0,Software Developer,React
641,Ireland,161109.0,Software Developer,Angular
641,Ireland,161109.0,Software Developer,ASP.NET CORE
642,Germany,89147.0,Software Developer,Angular
642,Germany,89147.0,Software Developer,AngularJS
642,Germany,89147.0,Software Developer,ASP.NET CORE
642,Germany,89147.0,Software Developer,Node.js
650,Lithuania,90221.0,Software Developer,Angular
650,Lithuania,90221.0,Software Developer,ASP.NET CORE
650,Lithuania,90221.0,Software Developer,React
651,Italy,86999.0,Software Developer,Express
651,Italy,86999.0,Software Developer,jQuery
651,Italy,86999.0,Software Developer,NestJS
651,Italy,86999.0,Software Developer,Next.js
651,Italy,86999.0,Software Developer,Node.js
651,Italy,86999.0,Software Developer,React
651,Italy,86999.0,Software Developer,Spring Boot
651,Italy,86999.0,Software Developer,WordPress
653,USA,190000.0,Software Developer,Blazor
653,USA,190000.0,Software Developer,Laravel
653,USA,190000.0,Software Developer,Nuxt.js
653,USA,190000.0,Software Developer,React
653,USA,190000.0,Software Developer,Vue.js
655,Uk,31847.0,Software Developer,Blazor
655,Uk,31847.0,Software Developer,Flask
656,Italy,37592.0,Software Developer,No webframe reported
657,Netherlands,53703.0,Software Developer,ASP.NET CORE
657,Netherlands,53703.0,Software Developer,Blazor
659,Netherlands,150369.0,Software Developer,React
659,Netherlands,150369.0,Software Developer,Spring Boot
660,Germany,10955.0,Software Developer,React
660,Germany,10955.0,Software Developer,Symfony
661,Slovenia,53703.0,Software Developer,No webframe reported
663,Romania,161109.0,Software Developer,Htmx
663,Romania,161109.0,Software Developer,jQuery
663,Romania,161109.0,Software Developer,Laravel
663,Romania,161109.0,Software Developer,NestJS
663,Romania,161109.0,Software Developer,Node.js
663,Romania,161109.0,Software Developer,React
663,Romania,161109.0,Software Developer,Symfony
663,Romania,161109.0,Software Developer,Vue.js
664,Spain,32222.0,Software Developer,Angular
664,Spain,32222.0,Software Developer,Django
664,Spain,32222.0,Software Developer,FastAPI
664,Spain,32222.0,Software Developer,Flask
664,Spain,32222.0,Software Developer,Spring Boot
666,India,47854.0,Management,Astro
666,India,47854.0,Management,Express
666,India,47854.0,Management,Laravel
666,India,47854.0,Management,NestJS
666,India,47854.0,Management,Next.js
666,India,47854.0,Management,Node.js
666,India,47854.0,Management,Nuxt.js
666,India,47854.0,Management,React
666,India,47854.0,Management,Vue.js
666,India,47854.0,Management,WordPress
670,USA,118000.0,Software Developer,Flask
670,USA,118000.0,Software Developer,Node.js
670,USA,118000.0,Software Developer,Vue.js
670,USA,118000.0,Software Developer,WordPress
671,USA,150000.0,Research & Education,FastAPI
671,USA,150000.0,Research & Education,Flask
672,USA,87250.0,Software Developer,Angular
672,USA,87250.0,Software Developer,ASP.NET
672,USA,87250.0,Software Developer,ASP.NET CORE
672,USA,87250.0,Software Developer,NestJS
676,Germany,55851.0,Software Developer,Angular
676,Germany,55851.0,Software Developer,Node.js
676,Germany,55851.0,Software Developer,Spring Boot
678,Spain,42962.0,Software Developer,Django
678,Spain,42962.0,Software Developer,Express
678,Spain,42962.0,Software Developer,jQuery
678,Spain,42962.0,Software Developer,NestJS
678,Spain,42962.0,Software Developer,Next.js
680,Netherlands,56925.0,Software Developer,No webframe reported
682,Germany,91295.0,Software Developer,Angular
682,Germany,91295.0,Software Developer,ASP.NET CORE
683,Russia,56022.0,Software Developer,No webframe reported
686,USA,124000.0,Software Developer,Angular
686,USA,124000.0,Software Developer,Spring Boot
688,Brazil,10070.0,Software Developer,Angular
688,Brazil,10070.0,Software Developer,ASP.NET CORE
688,Brazil,10070.0,Software Developer,Django
688,Brazil,10070.0,Software Developer,Express
688,Brazil,10070.0,Software Developer,FastAPI
688,Brazil,10070.0,Software Developer,Flask
688,Brazil,10070.0,Software Developer,Laravel
688,Brazil,10070.0,Software Developer,NestJS
688,Brazil,10070.0,Software Developer,Next.js
688,Brazil,10070.0,Software Developer,Node.js
688,Brazil,10070.0,Software Developer,Ruby on Rails
688,Brazil,10070.0,Software Developer,Spring Boot
688,Brazil,10070.0,Software Developer,Svelte
690,Italy,91295.0,Software Developer,Django
691,USA,120000.0,Infrastructure & DevOps,Spring Boot
692,France,44037.0,Software Developer,Express
692,France,44037.0,Software Developer,Fastify
692,France,44037.0,Software Developer,Node.js
692,France,44037.0,Software Developer,Nuxt.js
692,France,44037.0,Software Developer,React
692,France,44037.0,Software Developer,Svelte
692,France,44037.0,Software Developer,Vue.js
693,Pakistan,85925.0,Infrastructure & DevOps,Angular
693,Pakistan,85925.0,Infrastructure & DevOps,AngularJS
693,Pakistan,85925.0,Infrastructure & DevOps,ASP.NET
693,Pakistan,85925.0,Infrastructure & DevOps,ASP.NET CORE
693,Pakistan,85925.0,Infrastructure & DevOps,Django
693,Pakistan,85925.0,Infrastructure & DevOps,Express
693,Pakistan,85925.0,Infrastructure & DevOps,Flask
693,Pakistan,85925.0,Infrastructure & DevOps,jQuery
693,Pakistan,85925.0,Infrastructure & DevOps,Laravel
693,Pakistan,85925.0,Infrastructure & DevOps,Node.js
693,Pakistan,85925.0,Infrastructure & DevOps,React
693,Pakistan,85925.0,Infrastructure & DevOps,Ruby on Rails
693,Pakistan,85925.0,Infrastructure & DevOps,Spring Boot
693,Pakistan,85925.0,Infrastructure & DevOps,Symfony
693,Pakistan,85925.0,Infrastructure & DevOps,WordPress
695,Netherlands,6230.0,Software Developer,AngularJS
695,Netherlands,6230.0,Software Developer,ASP.NET CORE
695,Netherlands,6230.0,Software Developer,jQuery
695,Netherlands,6230.0,Software Developer,Laravel
695,Netherlands,6230.0,Software Developer,Vue.js
697,Ukraine,4937.0,Software Developer,No webframe reported
700,Germany,139628.0,Software Developer,Next.js
700,Germany,139628.0,Software Developer,Node.js
700,Germany,139628.0,Software Developer,Ruby on Rails
701,Canada,181732.0,Infrastructure & DevOps,Next.js
701,Canada,181732.0,Infrastructure & DevOps,Node.js
701,Canada,181732.0,Infrastructure & DevOps,React
703,USA,205000.0,Software Developer,No webframe reported
707,Venezuela,12000.0,Software Developer,Angular
707,Venezuela,12000.0,Software Developer,jQuery
707,Venezuela,12000.0,Software Developer,NestJS
707,Venezuela,12000.0,Software Developer,Node.js
708,Japan,50915.0,Research & Education,FastAPI
710,France,69814.0,Software Developer,Next.js
710,France,69814.0,Software Developer,Node.js
710,France,69814.0,Software Developer,React
712,Latvia,32222.0,Management,Django
712,Latvia,32222.0,Management,Laravel
712,Latvia,32222.0,Management,Next.js
712,Latvia,32222.0,Management,Node.js
712,Latvia,32222.0,Management,React
715,USA,163000.0,Software Developer,Angular
715,USA,163000.0,Software Developer,Node.js
715,USA,163000.0,Software Developer,React
718,Sweden,70584.0,Software Developer,Express
718,Sweden,70584.0,Software Developer,React
719,Costa Rica,200000.0,Software Developer,No webframe reported
720,Italy,107406.0,Software Developer,No webframe reported
722,Poland,74239.0,Software Developer,No webframe reported
723,India,9571.0,Software Developer,Angular
723,India,9571.0,Software Developer,AngularJS
723,India,9571.0,Software Developer,Django
723,India,9571.0,Software Developer,Express
723,India,9571.0,Software Developer,Flask
723,India,9571.0,Software Developer,Gatsby
723,India,9571.0,Software Developer,jQuery
723,India,9571.0,Software Developer,Laravel
723,India,9571.0,Software Developer,Next.js
723,India,9571.0,Software Developer,Node.js
723,India,9571.0,Software Developer,React
723,India,9571.0,Software Developer,Spring Boot
723,India,9571.0,Software Developer,WordPress
725,France,66592.0,Research & Education,No webframe reported
726,Uk,57325.0,Software Developer,ASP.NET
728,Uk,56051.0,Software Developer,ASP.NET CORE
728,Uk,56051.0,Software Developer,Flask
728,Uk,56051.0,Software Developer,Node.js
729,Italy,27926.0,Software Developer,Angular
729,Italy,27926.0,Software Developer,jQuery
729,Italy,27926.0,Software Developer,Symfony
729,Italy,27926.0,Software Developer,WordPress
730,Germany,214812.0,Management,Django
730,Germany,214812.0,Management,jQuery
731,USA,105000.0,Software Developer,Flask
731,USA,105000.0,Software Developer,Node.js
731,USA,105000.0,Software Developer,React
733,Brazil,49233.0,Software Developer,Angular
733,Brazil,49233.0,Software Developer,Node.js
733,Brazil,49233.0,Software Developer,React
733,Brazil,49233.0,Software Developer,Spring Boot
734,Czech Republic,43435.0,Software Developer,Angular
734,Czech Republic,43435.0,Software Developer,jQuery
734,Czech Republic,43435.0,Software Developer,Node.js
734,Czech Republic,43435.0,Software Developer,React
738,Ukraine,48000.0,Software Developer,Express
738,Ukraine,48000.0,Software Developer,Flask
738,Ukraine,48000.0,Software Developer,Node.js
738,Ukraine,48000.0,Software Developer,React
739,USA,70000.0,Software Developer,Drupal
741,USA,150000.0,Software Developer,Blazor
742,Uk,127388.0,Management,ASP.NET CORE
742,Uk,127388.0,Management,Next.js
742,Uk,127388.0,Management,React
743,Spain,53703.0,Research & Education,No webframe reported
745,Netherlands,91295.0,Software Developer,Django
745,Netherlands,91295.0,Software Developer,FastAPI
745,Netherlands,91295.0,Software Developer,Next.js
745,Netherlands,91295.0,Software Developer,React
745,Netherlands,91295.0,Software Developer,Vue.js
747,Canada,122124.0,Data & AI,FastAPI
747,Canada,122124.0,Data & AI,Next.js
747,Canada,122124.0,Data & AI,React
751,Norway,149746.0,Software Developer,Spring Boot
754,Germany,137136.0,Software Developer,Angular
754,Germany,137136.0,Software Developer,ASP.NET
754,Germany,137136.0,Software Developer,ASP.NET CORE
754,Germany,137136.0,Software Developer,Blazor
754,Germany,137136.0,Software Developer,Node.js
760,Austria,80555.0,Software Developer,Angular
760,Austria,80555.0,Software Developer,Django
760,Austria,80555.0,Software Developer,Htmx
760,Austria,80555.0,Software Developer,Remix
760,Austria,80555.0,Software Developer,Spring Boot
762,USA,175000.0,Software Developer,Angular
762,USA,175000.0,Software Developer,Next.js
762,USA,175000.0,Software Developer,Node.js
762,USA,175000.0,Software Developer,React
763,USA,39520.0,Research & Education,Angular
763,USA,39520.0,Research & Education,ASP.NET
763,USA,39520.0,Research & Education,Blazor
763,USA,39520.0,Research & Education,Express
763,USA,39520.0,Research & Education,Node.js
763,USA,39520.0,Research & Education,React
764,Uk,68535.0,Software Developer,No webframe reported
765,USA,120000.0,Software Developer,React
766,Uk,114649.0,Infrastructure & DevOps,ASP.NET
766,Uk,114649.0,Infrastructure & DevOps,ASP.NET CORE
766,Uk,114649.0,Infrastructure & DevOps,jQuery
766,Uk,114649.0,Infrastructure & DevOps,Node.js
766,Uk,114649.0,Infrastructure & DevOps,Vue.js
769,USA,80000.0,Software Developer,No webframe reported
770,Poland,120000.0,Security & Blockchain,ASP.NET CORE
770,Poland,120000.0,Security & Blockchain,Fastify
770,Poland,120000.0,Security & Blockchain,Node.js
770,Poland,120000.0,Security & Blockchain,React
771,Uk,33121.0,Software Developer,No webframe reported
773,Ukraine,167.0,Software Developer,Next.js
773,Ukraine,167.0,Software Developer,Node.js
773,Ukraine,167.0,Software Developer,React
775,Portugal,128887.0,Software Developer,Express
775,Portugal,128887.0,Software Developer,jQuery
775,Portugal,128887.0,Software Developer,Node.js
775,Portugal,128887.0,Software Developer,React
777,Finland,84851.0,Software Developer,No webframe reported
779,Canada,87231.0,Software Developer,ASP.NET
779,Canada,87231.0,Software Developer,ASP.NET CORE
779,Canada,87231.0,Software Developer,Vue.js
780,Canada,93047.0,Software Developer,Angular
780,Canada,93047.0,Software Developer,ASP.NET CORE
780,Canada,93047.0,Software Developer,Flask
780,Canada,93047.0,Software Developer,Vue.js
781,Israel,64762.0,Software Developer,Express
781,Israel,64762.0,Software Developer,Node.js
781,Israel,64762.0,Software Developer,React
782,USA,163000.0,Software Developer,Deno
782,USA,163000.0,Software Developer,Fastify
782,USA,163000.0,Software Developer,Node.js
783,Germany,78621.0,Software Developer,No webframe reported
786,Netherlands,64444.0,Software Developer,No webframe reported
787,Lithuania,85925.0,Management,Symfony
788,Uk,84076.0,Software Developer,ASP.NET
788,Uk,84076.0,Software Developer,Express
788,Uk,84076.0,Software Developer,Laravel
788,Uk,84076.0,Software Developer,Node.js
788,Uk,84076.0,Software Developer,React
788,Uk,84076.0,Software Developer,Symfony
789,Germany,83777.0,Software Developer,No webframe reported
790,Ukraine,72000.0,Software Developer,Django
790,Ukraine,72000.0,Software Developer,FastAPI
790,Ukraine,72000.0,Software Developer,Htmx
790,Ukraine,72000.0,Software Developer,jQuery
790,Ukraine,72000.0,Software Developer,NestJS
790,Ukraine,72000.0,Software Developer,Next.js
790,Ukraine,72000.0,Software Developer,Node.js
790,Ukraine,72000.0,Software Developer,React
790,Ukraine,72000.0,Software Developer,Ruby on Rails
790,Ukraine,72000.0,Software Developer,Vue.js
792,Uk,35032.0,Software Developer,Angular
792,Uk,35032.0,Software Developer,AngularJS
792,Uk,35032.0,Software Developer,Django
793,USA,150000.0,Software Developer,No webframe reported
795,Canada,123578.0,Software Developer,ASP.NET CORE
795,Canada,123578.0,Software Developer,Node.js
796,Netherlands,161109.0,Software Developer,Spring Boot
797,Venezuela,15600.0,Software Developer,Django
797,Venezuela,15600.0,Software Developer,FastAPI
797,Venezuela,15600.0,Software Developer,React
800,Finland,46185.0,Software Developer,Node.js
803,Uk,63694.0,Software Developer,Express
803,Uk,63694.0,Software Developer,Htmx
803,Uk,63694.0,Software Developer,jQuery
803,Uk,63694.0,Software Developer,Laravel
803,Uk,63694.0,Software Developer,Node.js
803,Uk,63694.0,Software Developer,React
804,Uk,73885.0,Software Developer,Spring Boot
806,USA,145000.0,Research & Education,No webframe reported
808,USA,92000.0,Software Developer,Express
808,USA,92000.0,Software Developer,Flask
808,USA,92000.0,Software Developer,Node.js
809,Uk,80254.0,Software Developer,jQuery
809,Uk,80254.0,Software Developer,Vue.js
811,USA,118106.0,Management,Angular
811,USA,118106.0,Management,AngularJS
811,USA,118106.0,Management,ASP.NET
811,USA,118106.0,Management,ASP.NET CORE
811,USA,118106.0,Management,Node.js
812,USA,200000.0,Software Developer,Node.js
812,USA,200000.0,Software Developer,React
812,USA,200000.0,Software Developer,Spring Boot
816,Italy,32222.0,Software Developer,Angular
816,Italy,32222.0,Software Developer,AngularJS
816,Italy,32222.0,Software Developer,ASP.NET
816,Italy,32222.0,Software Developer,ASP.NET CORE
816,Italy,32222.0,Software Developer,Blazor
816,Italy,32222.0,Software Developer,jQuery
816,Italy,32222.0,Software Developer,WordPress
817,USA,110000.0,Software Developer,React
817,USA,110000.0,Software Developer,Vue.js
818,Sweden,76307.0,Software Developer,No webframe reported
819,Nicaragua,72600.0,Data & AI,No webframe reported
822,Cyprus,161109.0,Management,FastAPI
822,Cyprus,161109.0,Management,Flask
824,USA,215000.0,Other,ASP.NET
824,USA,215000.0,Other,ASP.NET CORE
824,USA,215000.0,Other,jQuery
824,USA,215000.0,Other,Node.js
824,USA,215000.0,Other,React
825,USA,145000.0,Software Developer,Deno
825,USA,145000.0,Software Developer,Express
825,USA,145000.0,Software Developer,Flask
825,USA,145000.0,Software Developer,NestJS
