ResponseId,Age,Country_Normalized,ConvertedCompYearly,WebframeWantToWorkWith
446,18-24 years old,Russia,12773.0,FastAPI
446,18-24 years old,Russia,12773.0,Flask
446,18-24 years old,Russia,12773.0,Htmx
446,18-24 years old,Russia,12773.0,React
447,25-34 years old,Germany,69814.0,Angular
447,25-34 years old,Germany,69814.0,Htmx
447,25-34 years old,Germany,69814.0,React
447,25-34 years old,Germany,69814.0,Solid.js
447,25-34 years old,Germany,69814.0,Svelte
447,25-34 years old,Germany,69814.0,Vue.js
448,45-54 years old,USA,115000.0,No webframe reported
452,25-34 years old,South Africa,64570.0,WordPress
456,25-34 years old,France,101896.0,Symfony
459,35-44 years old,Czech Republic,52122.0,No webframe reported
460,25-34 years old,France,54777.0,React
465,35-44 years old,Germany,27926.0,No webframe reported
466,45-54 years old,Italy,107406.0,Django
466,45-54 years old,Italy,107406.0,FastAPI
466,45-54 years old,Italy,107406.0,Flask
466,45-54 years old,Italy,107406.0,Htmx
468,25-34 years old,Brazil,37297.0,Express
468,25-34 years old,Brazil,37297.0,Htmx
468,25-34 years old,Brazil,37297.0,Phoenix
470,45-54 years old,USA,140000.0,No webframe reported
473,25-34 years old,Iran,213840.0,Next.js
473,25-34 years old,Iran,213840.0,React
477,25-34 years old,Italy,4833.0,No webframe reported
478,55-64 years old,USA,200000.0,No webframe reported
485,18-24 years old,Ukraine,148.0,No webframe reported
486,25-34 years old,USA,93000.0,Express
486,25-34 years old,USA,93000.0,Node.js
486,25-34 years old,USA,93000.0,React
489,35-44 years old,Russia,67227.0,Deno
489,35-44 years old,Russia,67227.0,Express
489,35-44 years old,Russia,67227.0,Gatsby
489,35-44 years old,Russia,67227.0,NestJS
489,35-44 years old,Russia,67227.0,Next.js
489,35-44 years old,Russia,67227.0,React
489,35-44 years old,Russia,67227.0,Svelte
490,25-34 years old,Germany,144998.0,Express
490,25-34 years old,Germany,144998.0,Next.js
490,25-34 years old,Germany,144998.0,Node.js
490,25-34 years old,Germany,144998.0,React
490,25-34 years old,Germany,144998.0,Svelte
492,35-44 years old,France,59073.0,Next.js
492,35-44 years old,France,59073.0,Node.js
492,35-44 years old,France,59073.0,React
492,35-44 years old,France,59073.0,WordPress
493,35-44 years old,Canada,119943.0,React
493,35-44 years old,Canada,119943.0,Spring Boot
493,35-44 years old,Canada,119943.0,Svelte
497,35-44 years old,USA,100000.0,Flask
498,25-34 years old,Dominican Republic,14142.0,Django
499,55-64 years old,USA,102000.0,Angular
499,55-64 years old,USA,102000.0,ASP.NET
499,55-64 years old,USA,102000.0,ASP.NET CORE
499,55-64 years old,USA,102000.0,jQuery
501,35-44 years old,Turkey,123654.0,No webframe reported
502,25-34 years old,Ukraine,650.0,ASP.NET
502,25-34 years old,Ukraine,650.0,ASP.NET CORE
502,25-34 years old,Ukraine,650.0,Blazor
502,25-34 years old,Ukraine,650.0,React
506,35-44 years old,Germany,42962.0,Django
506,35-44 years old,Germany,42962.0,Node.js
506,35-44 years old,Germany,42962.0,Vue.js
511,35-44 years old,USA,170000.0,Angular
511,35-44 years old,USA,170000.0,ASP.NET CORE
511,35-44 years old,USA,170000.0,React
513,25-34 years old,Austria,42962.0,Node.js
513,25-34 years old,Austria,42962.0,React
513,25-34 years old,Austria,42962.0,Vue.js
516,25-34 years old,USA,136000.0,Next.js
516,25-34 years old,USA,136000.0,Nuxt.js
517,55-64 years old,Italy,48333.0,No webframe reported
518,25-34 years old,USA,3000.0,No webframe reported
521,55-64 years old,Switzerland,167125.0,No webframe reported
522,45-54 years old,France,53703.0,No webframe reported
525,65 years or older,Belgium,46185.0,jQuery
528,25-34 years old,Peru,79218.0,No webframe reported
529,45-54 years old,USA,175000.0,ASP.NET
529,45-54 years old,USA,175000.0,ASP.NET CORE
529,45-54 years old,USA,175000.0,jQuery
529,45-54 years old,USA,175000.0,Node.js
531,35-44 years old,Germany,85925.0,ASP.NET CORE
531,35-44 years old,Germany,85925.0,Blazor
531,35-44 years old,Germany,85925.0,Htmx
531,35-44 years old,Germany,85925.0,React
531,35-44 years old,Germany,85925.0,Vue.js
535,35-44 years old,Bolivia,31200.0,ASP.NET
535,35-44 years old,Bolivia,31200.0,ASP.NET CORE
535,35-44 years old,Bolivia,31200.0,Django
535,35-44 years old,Bolivia,31200.0,Express
535,35-44 years old,Bolivia,31200.0,NestJS
535,35-44 years old,Bolivia,31200.0,Next.js
535,35-44 years old,Bolivia,31200.0,Node.js
538,25-34 years old,Germany,55851.0,React
538,25-34 years old,Germany,55851.0,Vue.js
539,45-54 years old,USA,130000.0,No webframe reported
543,18-24 years old,Morocco,3618.0,FastAPI
543,18-24 years old,Morocco,3618.0,Flask
544,35-44 years old,USA,150000.0,No webframe reported
549,25-34 years old,India,13160.0,Angular
549,25-34 years old,India,13160.0,Express
549,25-34 years old,India,13160.0,Node.js
549,25-34 years old,India,13160.0,Spring Boot
550,25-34 years old,USA,160000.0,No webframe reported
552,35-44 years old,Turkey,2411.0,jQuery
552,35-44 years old,Turkey,2411.0,Symfony
553,35-44 years old,Luxembourg,118147.0,ASP.NET CORE
554,35-44 years old,Georgia,50340.0,ASP.NET CORE
554,35-44 years old,Georgia,50340.0,Blazor
554,35-44 years old,Georgia,50340.0,Htmx
560,25-34 years old,Uk,49681.0,Flask
561,25-34 years old,USA,100000.0,No webframe reported
565,35-44 years old,Saudi Arabia,16532.0,ASP.NET CORE
565,35-44 years old,Saudi Arabia,16532.0,Blazor
566,35-44 years old,USA,100000.0,No webframe reported
567,35-44 years old,USA,220000.0,Angular
567,35-44 years old,USA,220000.0,ASP.NET
567,35-44 years old,USA,220000.0,ASP.NET CORE
568,18-24 years old,Ukraine,494.0,Angular
568,18-24 years old,Ukraine,494.0,Spring Boot
569,35-44 years old,USA,220000.0,Elm
569,35-44 years old,USA,220000.0,Flask
569,35-44 years old,USA,220000.0,Phoenix
570,25-34 years old,Brazil,10630.0,Vue.js
572,25-34 years old,Canada,218079.0,Deno
572,25-34 years old,Canada,218079.0,React
573,55-64 years old,USA,140000.0,ASP.NET
573,55-64 years old,USA,140000.0,ASP.NET CORE
573,55-64 years old,USA,140000.0,Blazor
576,35-44 years old,USA,180000.0,Express
576,35-44 years old,USA,180000.0,Node.js
576,35-44 years old,USA,180000.0,React
577,35-44 years old,Germany,42962.0,jQuery
577,35-44 years old,Germany,42962.0,Vue.js
577,35-44 years old,Germany,42962.0,WordPress
579,35-44 years old,Uk,75159.0,No webframe reported
580,45-54 years old,USA,150000.0,Svelte
582,25-34 years old,Uk,104458.0,Blazor
586,45-54 years old,USA,100000.0,No webframe reported
587,25-34 years old,Ireland,47259.0,Node.js
587,25-34 years old,Ireland,47259.0,React
588,65 years or older,USA,150000.0,Spring Boot
590,25-34 years old,USA,150000.0,Elm
590,25-34 years old,USA,150000.0,Phoenix
590,25-34 years old,USA,150000.0,React
592,25-34 years old,Germany,96666.0,Django
592,25-34 years old,Germany,96666.0,React
593,35-44 years old,USA,150000.0,Angular
593,35-44 years old,USA,150000.0,ASP.NET
593,35-44 years old,USA,150000.0,ASP.NET CORE
593,35-44 years old,USA,150000.0,Blazor
596,25-34 years old,Ukraine,1740.0,Node.js
596,25-34 years old,Ukraine,1740.0,Nuxt.js
596,25-34 years old,Ukraine,1740.0,Svelte
596,25-34 years old,Ukraine,1740.0,Vue.js
597,55-64 years old,Uk,152865.0,No webframe reported
599,18-24 years old,Romania,3021.0,Angular
599,18-24 years old,Romania,3021.0,Django
599,18-24 years old,Romania,3021.0,Flask
599,18-24 years old,Romania,3021.0,Node.js
599,18-24 years old,Romania,3021.0,React
599,18-24 years old,Romania,3021.0,Vue.js
602,45-54 years old,Italy,29000.0,No webframe reported
603,18-24 years old,Ukraine,163.0,ASP.NET
603,18-24 years old,Ukraine,163.0,ASP.NET CORE
603,18-24 years old,Ukraine,163.0,Next.js
603,18-24 years old,Ukraine,163.0,React
604,35-44 years old,Uk,67516.0,Spring Boot
605,55-64 years old,Italy,64444.0,No webframe reported
607,55-64 years old,USA,185000.0,FastAPI
607,55-64 years old,USA,185000.0,Flask
608,25-34 years old,Switzerland,88019.0,Astro
608,25-34 years old,Switzerland,88019.0,Nuxt.js
608,25-34 years old,Switzerland,88019.0,Symfony
608,25-34 years old,Switzerland,88019.0,Vue.js
609,25-34 years old,USA,55000.0,Node.js
611,25-34 years old,Spain,85925.0,No webframe reported
613,25-34 years old,Spain,91295.0,FastAPI
613,25-34 years old,Spain,91295.0,Next.js
613,25-34 years old,Spain,91295.0,Node.js
613,25-34 years old,Spain,91295.0,Nuxt.js
613,25-34 years old,Spain,91295.0,Ruby on Rails
613,25-34 years old,Spain,91295.0,Vue.js
614,18-24 years old,India,5982.0,Angular
614,18-24 years old,India,5982.0,jQuery
614,18-24 years old,India,5982.0,NestJS
614,18-24 years old,India,5982.0,Next.js
614,18-24 years old,India,5982.0,Node.js
614,18-24 years old,India,5982.0,React
614,18-24 years old,India,5982.0,WordPress
616,25-34 years old,France,67666.0,No webframe reported
617,25-34 years old,Italy,178343.0,No webframe reported
619,35-44 years old,Uk,85350.0,ASP.NET CORE
621,25-34 years old,USA,120000.0,React
623,35-44 years old,Germany,97740.0,Django
623,35-44 years old,Germany,97740.0,Vue.js
629,25-34 years old,Cyprus,93980.0,Angular
629,25-34 years old,Cyprus,93980.0,Express
629,25-34 years old,Cyprus,93980.0,Node.js
630,35-44 years old,Paraguay,100000.0,Phoenix
630,35-44 years old,Paraguay,100000.0,Ruby on Rails
630,35-44 years old,Paraguay,100000.0,Vue.js
632,18-24 years old,Switzerland,128129.0,Angular
633,25-34 years old,France,44037.0,No webframe reported
634,25-34 years old,USA,101000.0,Django
634,25-34 years old,USA,101000.0,Express
634,25-34 years old,USA,101000.0,Htmx
641,45-54 years old,Ireland,161109.0,ASP.NET CORE
641,45-54 years old,Ireland,161109.0,Blazor
642,35-44 years old,Germany,89147.0,Angular
642,35-44 years old,Germany,89147.0,AngularJS
642,35-44 years old,Germany,89147.0,ASP.NET CORE
642,35-44 years old,Germany,89147.0,Node.js
650,25-34 years old,Lithuania,90221.0,ASP.NET CORE
650,25-34 years old,Lithuania,90221.0,React
651,25-34 years old,Italy,86999.0,Express
651,25-34 years old,Italy,86999.0,NestJS
651,25-34 years old,Italy,86999.0,Next.js
651,25-34 years old,Italy,86999.0,Node.js
651,25-34 years old,Italy,86999.0,React
653,25-34 years old,USA,190000.0,Laravel
653,25-34 years old,USA,190000.0,Nuxt.js
653,25-34 years old,USA,190000.0,Vue.js
655,18-24 years old,Uk,31847.0,Blazor
656,45-54 years old,Italy,37592.0,No webframe reported
657,55-64 years old,Netherlands,53703.0,ASP.NET CORE
657,55-64 years old,Netherlands,53703.0,Blazor
659,25-34 years old,Netherlands,150369.0,Spring Boot
660,18-24 years old,Germany,10955.0,React
660,18-24 years old,Germany,10955.0,Symfony
661,25-34 years old,Slovenia,53703.0,No webframe reported
663,35-44 years old,Romania,161109.0,Htmx
663,35-44 years old,Romania,161109.0,jQuery
663,35-44 years old,Romania,161109.0,Laravel
663,35-44 years old,Romania,161109.0,Node.js
664,35-44 years old,Spain,32222.0,Django
664,35-44 years old,Spain,32222.0,FastAPI
664,35-44 years old,Spain,32222.0,Flask
664,35-44 years old,Spain,32222.0,React
666,25-34 years old,India,47854.0,Astro
666,25-34 years old,India,47854.0,Deno
666,25-34 years old,India,47854.0,Django
666,25-34 years old,India,47854.0,NestJS
666,25-34 years old,India,47854.0,Next.js
666,25-34 years old,India,47854.0,Node.js
666,25-34 years old,India,47854.0,React
670,18-24 years old,USA,118000.0,Flask
670,18-24 years old,USA,118000.0,Vue.js
671,45-54 years old,USA,150000.0,No webframe reported
672,35-44 years old,USA,87250.0,Angular
672,35-44 years old,USA,87250.0,ASP.NET
672,35-44 years old,USA,87250.0,ASP.NET CORE
672,35-44 years old,USA,87250.0,NestJS
676,18-24 years old,Germany,55851.0,Angular
676,18-24 years old,Germany,55851.0,Spring Boot
678,45-54 years old,Spain,42962.0,Django
678,45-54 years old,Spain,42962.0,Express
678,45-54 years old,Spain,42962.0,NestJS
678,45-54 years old,Spain,42962.0,Next.js
680,25-34 years old,Netherlands,56925.0,No webframe reported
682,35-44 years old,Germany,91295.0,ASP.NET CORE
682,35-44 years old,Germany,91295.0,Blazor
682,35-44 years old,Germany,91295.0,Django
682,35-44 years old,Germany,91295.0,Elm
682,35-44 years old,Germany,91295.0,Phoenix
682,35-44 years old,Germany,91295.0,Symfony
683,45-54 years old,Russia,56022.0,No webframe reported
686,25-34 years old,USA,124000.0,Angular
686,25-34 years old,USA,124000.0,Spring Boot
688,18-24 years old,Brazil,10070.0,ASP.NET CORE
688,18-24 years old,Brazil,10070.0,Astro
688,18-24 years old,Brazil,10070.0,Deno
688,18-24 years old,Brazil,10070.0,Django
688,18-24 years old,Brazil,10070.0,Laravel
688,18-24 years old,Brazil,10070.0,Svelte
690,25-34 years old,Italy,91295.0,Django
691,55-64 years old,USA,120000.0,Spring Boot
692,25-34 years old,France,44037.0,Fastify
692,25-34 years old,France,44037.0,Htmx
692,25-34 years old,France,44037.0,Node.js
692,25-34 years old,France,44037.0,Svelte
693,25-34 years old,Pakistan,85925.0,No webframe reported
695,45-54 years old,Netherlands,6230.0,Angular
695,45-54 years old,Netherlands,6230.0,ASP.NET CORE
695,45-54 years old,Netherlands,6230.0,Blazor
695,45-54 years old,Netherlands,6230.0,Svelte
695,45-54 years old,Netherlands,6230.0,Vue.js
697,45-54 years old,Ukraine,4937.0,No webframe reported
700,45-54 years old,Germany,139628.0,Ruby on Rails
701,25-34 years old,Canada,181732.0,NestJS
701,25-34 years old,Canada,181732.0,Next.js
701,25-34 years old,Canada,181732.0,Node.js
701,25-34 years old,Canada,181732.0,React
701,25-34 years old,Canada,181732.0,Svelte
703,25-34 years old,USA,205000.0,No webframe reported
707,55-64 years old,Venezuela,12000.0,No webframe reported
708,35-44 years old,Japan,50915.0,FastAPI
710,25-34 years old,France,69814.0,Node.js
710,25-34 years old,France,69814.0,React
712,25-34 years old,Latvia,32222.0,Django
715,35-44 years old,USA,163000.0,React
718,25-34 years old,Sweden,70584.0,Express
718,25-34 years old,Sweden,70584.0,React
719,25-34 years old,Costa Rica,200000.0,No webframe reported
720,55-64 years old,Italy,107406.0,No webframe reported
722,35-44 years old,Poland,74239.0,No webframe reported
723,18-24 years old,India,9571.0,Astro
723,18-24 years old,India,9571.0,Deno
723,18-24 years old,India,9571.0,Gatsby
723,18-24 years old,India,9571.0,Laravel
723,18-24 years old,India,9571.0,Next.js
723,18-24 years old,India,9571.0,Node.js
723,18-24 years old,India,9571.0,React
725,35-44 years old,France,66592.0,No webframe reported
726,65 years or older,Uk,57325.0,Angular
726,65 years or older,Uk,57325.0,ASP.NET
728,35-44 years old,Uk,56051.0,ASP.NET CORE
729,35-44 years old,Italy,27926.0,jQuery
729,35-44 years old,Italy,27926.0,React
729,35-44 years old,Italy,27926.0,Symfony
729,35-44 years old,Italy,27926.0,WordPress
730,45-54 years old,Germany,214812.0,jQuery
731,25-34 years old,USA,105000.0,Flask
731,25-34 years old,USA,105000.0,Node.js
731,25-34 years old,USA,105000.0,React
733,55-64 years old,Brazil,49233.0,No webframe reported
734,35-44 years old,Czech Republic,43435.0,Htmx
734,35-44 years old,Czech Republic,43435.0,jQuery
734,35-44 years old,Czech Republic,43435.0,Node.js
734,35-44 years old,Czech Republic,43435.0,Svelte
738,25-34 years old,Ukraine,48000.0,Django
738,25-34 years old,Ukraine,48000.0,Express
738,25-34 years old,Ukraine,48000.0,NestJS
738,25-34 years old,Ukraine,48000.0,Next.js
738,25-34 years old,Ukraine,48000.0,Node.js
738,25-34 years old,Ukraine,48000.0,React
739,35-44 years old,USA,70000.0,Drupal
739,35-44 years old,USA,70000.0,Node.js
741,45-54 years old,USA,150000.0,Blazor
742,35-44 years old,Uk,127388.0,ASP.NET CORE
743,45-54 years old,Spain,53703.0,No webframe reported
745,25-34 years old,Netherlands,91295.0,React
745,25-34 years old,Netherlands,91295.0,Solid.js
747,35-44 years old,Canada,122124.0,FastAPI
747,35-44 years old,Canada,122124.0,Next.js
747,35-44 years old,Canada,122124.0,React
751,35-44 years old,Norway,149746.0,No webframe reported
754,35-44 years old,Germany,137136.0,ASP.NET CORE
754,35-44 years old,Germany,137136.0,Blazor
760,25-34 years old,Austria,80555.0,Django
760,25-34 years old,Austria,80555.0,Htmx
760,25-34 years old,Austria,80555.0,Spring Boot
762,25-34 years old,USA,175000.0,Spring Boot
763,18-24 years old,USA,39520.0,Angular
763,18-24 years old,USA,39520.0,ASP.NET
763,18-24 years old,USA,39520.0,Deno
763,18-24 years old,USA,39520.0,Express
763,18-24 years old,USA,39520.0,Node.js
764,35-44 years old,Uk,68535.0,No webframe reported
765,25-34 years old,USA,120000.0,React
766,25-34 years old,Uk,114649.0,ASP.NET
766,25-34 years old,Uk,114649.0,ASP.NET CORE
769,35-44 years old,USA,80000.0,No webframe reported
770,35-44 years old,Poland,120000.0,ASP.NET CORE
770,35-44 years old,Poland,120000.0,Fastify
770,35-44 years old,Poland,120000.0,Node.js
770,35-44 years old,Poland,120000.0,React
771,18-24 years old,Uk,33121.0,No webframe reported
773,18-24 years old,Ukraine,167.0,Node.js
773,18-24 years old,Ukraine,167.0,React
775,25-34 years old,Portugal,128887.0,No webframe reported
777,45-54 years old,Finland,84851.0,No webframe reported
779,35-44 years old,Canada,87231.0,ASP.NET
779,35-44 years old,Canada,87231.0,ASP.NET CORE
779,35-44 years old,Canada,87231.0,React
779,35-44 years old,Canada,87231.0,Vue.js
780,25-34 years old,Canada,93047.0,ASP.NET CORE
780,25-34 years old,Canada,93047.0,Vue.js
781,18-24 years old,Israel,64762.0,Phoenix
781,18-24 years old,Israel,64762.0,React
781,18-24 years old,Israel,64762.0,Solid.js
782,35-44 years old,USA,163000.0,Deno
782,35-44 years old,USA,163000.0,Node.js
783,25-34 years old,Germany,78621.0,No webframe reported
786,25-34 years old,Netherlands,64444.0,No webframe reported
787,25-34 years old,Lithuania,85925.0,Symfony
788,35-44 years old,Uk,84076.0,Deno
788,35-44 years old,Uk,84076.0,Express
788,35-44 years old,Uk,84076.0,Laravel
788,35-44 years old,Uk,84076.0,Next.js
788,35-44 years old,Uk,84076.0,Node.js
788,35-44 years old,Uk,84076.0,React
788,35-44 years old,Uk,84076.0,Spring Boot
788,35-44 years old,Uk,84076.0,Symfony
789,35-44 years old,Germany,83777.0,No webframe reported
790,35-44 years old,Ukraine,72000.0,Django
790,35-44 years old,Ukraine,72000.0,Htmx
792,25-34 years old,Uk,35032.0,Angular
793,25-34 years old,USA,150000.0,No webframe reported
795,25-34 years old,Canada,123578.0,No webframe reported
796,35-44 years old,Netherlands,161109.0,Spring Boot
797,25-34 years old,Venezuela,15600.0,Django
797,25-34 years old,Venezuela,15600.0,FastAPI
797,25-34 years old,Venezuela,15600.0,Flask
797,25-34 years old,Venezuela,15600.0,React
800,25-34 years old,Finland,46185.0,Node.js
803,45-54 years old,Uk,63694.0,Htmx
803,45-54 years old,Uk,63694.0,Laravel
803,45-54 years old,Uk,63694.0,Remix
804,18-24 years old,Uk,73885.0,No webframe reported
806,55-64 years old,USA,145000.0,No webframe reported
808,25-34 years old,USA,92000.0,Express
808,25-34 years old,USA,92000.0,Fastify
808,25-34 years old,USA,92000.0,Node.js
808,25-34 years old,USA,92000.0,React
808,25-34 years old,USA,92000.0,Vue.js
809,55-64 years old,Uk,80254.0,Vue.js
811,55-64 years old,USA,118106.0,Angular
811,55-64 years old,USA,118106.0,AngularJS
811,55-64 years old,USA,118106.0,ASP.NET
811,55-64 years old,USA,118106.0,ASP.NET CORE
811,55-64 years old,USA,118106.0,Node.js
811,55-64 years old,USA,118106.0,Vue.js
812,35-44 years old,USA,200000.0,No webframe reported
816,25-34 years old,Italy,32222.0,Blazor
816,25-34 years old,Italy,32222.0,jQuery
816,25-34 years old,Italy,32222.0,Laravel
817,25-34 years old,USA,110000.0,Express
817,25-34 years old,USA,110000.0,Fastify
817,25-34 years old,USA,110000.0,Next.js
817,25-34 years old,USA,110000.0,Node.js
817,25-34 years old,USA,110000.0,React
817,25-34 years old,USA,110000.0,Ruby on Rails
818,45-54 years old,Sweden,76307.0,No webframe reported
819,35-44 years old,Nicaragua,72600.0,No webframe reported
822,35-44 years old,Cyprus,161109.0,FastAPI
824,35-44 years old,USA,215000.0,ASP.NET CORE
824,35-44 years old,USA,215000.0,Vue.js
825,25-34 years old,USA,145000.0,Next.js
825,25-34 years old,USA,145000.0,Node.js
825,25-34 years old,USA,145000.0,Nuxt.js
825,25-34 years old,USA,145000.0,React
825,25-34 years old,USA,145000.0,Ruby on Rails
826,25-34 years old,India,41872.0,Deno
826,25-34 years old,India,41872.0,Fastify
826,25-34 years old,India,41872.0,Htmx
826,25-34 years old,India,41872.0,Next.js
826,25-34 years old,India,41872.0,React
826,25-34 years old,India,41872.0,Remix
826,25-34 years old,India,41872.0,Ruby on Rails
828,25-34 years old,Czech Republic,3040.0,No webframe reported
830,25-34 years old,USA,195000.0,Htmx
830,25-34 years old,USA,195000.0,Vue.js
831,55-64 years old,USA,165000.0,No webframe reported
833,25-34 years old,Netherlands,36518.0,No webframe reported
834,35-44 years old,South Africa,75332.0,Django
834,35-44 years old,South Africa,75332.0,Flask
834,35-44 years old,South Africa,75332.0,Node.js
835,25-34 years old,Pakistan,12921.0,No webframe reported
836,25-34 years old,Ukraine,24000.0,React
842,25-34 years old,USA,127000.0,No webframe reported
844,18-24 years old,USA,98000.0,React
845,45-54 years old,USA,90000.0,No webframe reported
847,45-54 years old,France,53703.0,No webframe reported
853,35-44 years old,USA,175000.0,Node.js
853,35-44 years old,USA,175000.0,React
853,35-44 years old,USA,175000.0,Solid.js
853,35-44 years old,USA,175000.0,Svelte
855,25-34 years old,USA,159000.0,No webframe reported
857,25-34 years old,Uk,127388.0,Angular
857,25-34 years old,Uk,127388.0,ASP.NET CORE
857,25-34 years old,Uk,127388.0,Blazor
857,25-34 years old,Uk,127388.0,jQuery
859,45-54 years old,Uk,76433.0,ASP.NET
859,45-54 years old,Uk,76433.0,ASP.NET CORE
859,45-54 years old,Uk,76433.0,Blazor
859,45-54 years old,Uk,76433.0,React
861,35-44 years old,Nicaragua,211000.0,Phoenix
861,35-44 years old,Nicaragua,211000.0,React
861,35-44 years old,Nicaragua,211000.0,Ruby on Rails
867,18-24 years old,Romania,15536.0,Spring Boot
873,45-54 years old,France,71962.0,Htmx
873,45-54 years old,France,71962.0,Svelte
874,45-54 years old,Germany,54777.0,Spring Boot
875,25-34 years old,Israel,100381.0,Astro
875,25-34 years old,Israel,100381.0,Django
875,25-34 years old,Israel,100381.0,Fastify
875,25-34 years old,Israel,100381.0,Htmx
875,25-34 years old,Israel,100381.0,NestJS
875,25-34 years old,Israel,100381.0,Node.js
875,25-34 years old,Israel,100381.0,Svelte
877,45-54 years old,Finland,80555.0,No webframe reported
879,18-24 years old,Netherlands,60147.0,No webframe reported
881,45-54 years old,USA,170000.0,Angular
881,45-54 years old,USA,170000.0,ASP.NET CORE
881,45-54 years old,USA,170000.0,Blazor
881,45-54 years old,USA,170000.0,React
883,25-34 years old,Switzerland,89134.0,Node.js
884,45-54 years old,Serbia,413.0,Express
884,45-54 years old,Serbia,413.0,Node.js
884,45-54 years old,Serbia,413.0,Nuxt.js
884,45-54 years old,Serbia,413.0,Vue.js
886,35-44 years old,USA,190000.0,Astro
886,35-44 years old,USA,190000.0,Node.js
886,35-44 years old,USA,190000.0,React
889,18-24 years old,Croatia,167554.0,FastAPI
890,25-34 years old,Poland,38604.0,No webframe reported
891,35-44 years old,Portugal,83777.0,Express
891,35-44 years old,Portugal,83777.0,jQuery
891,35-44 years old,Portugal,83777.0,Node.js
891,35-44 years old,Portugal,83777.0,Nuxt.js
891,35-44 years old,Portugal,83777.0,Symfony
891,35-44 years old,Portugal,83777.0,Vue.js
892,25-34 years old,Netherlands,38666.0,No webframe reported
893,18-24 years old,USA,120000.0,No webframe reported
894,35-44 years old,Uk,112101.0,No webframe reported
898,18-24 years old,USA,85000.0,No webframe reported
901,25-34 years old,Brazil,34609.0,ASP.NET CORE
901,25-34 years old,Brazil,34609.0,Express
901,25-34 years old,Brazil,34609.0,Fastify
901,25-34 years old,Brazil,34609.0,NestJS
901,25-34 years old,Brazil,34609.0,Next.js
901,25-34 years old,Brazil,34609.0,React
903,45-54 years old,USA,160000.0,No webframe reported
907,25-34 years old,Ukraine,10000.0,Node.js
907,25-34 years old,Ukraine,10000.0,Phoenix
907,25-34 years old,Ukraine,10000.0,Ruby on Rails
909,18-24 years old,Ukraine,1500.0,Express
909,18-24 years old,Ukraine,1500.0,Fastify
909,18-24 years old,Ukraine,1500.0,NestJS
909,18-24 years old,Ukraine,1500.0,Next.js
909,18-24 years old,Ukraine,1500.0,Node.js
909,18-24 years old,Ukraine,1500.0,React
912,45-54 years old,Sweden,76307.0,No webframe reported
913,25-34 years old,Israel,1889.0,Next.js
913,25-34 years old,Israel,1889.0,Node.js
913,25-34 years old,Israel,1889.0,React
913,25-34 years old,Israel,1889.0,Remix
916,25-34 years old,Hungary,45655.0,Vue.js
917,35-44 years old,Spain,19333.0,No webframe reported
918,45-54 years old,USA,174000.0,AngularJS
918,45-54 years old,USA,174000.0,Svelte
918,45-54 years old,USA,174000.0,Vue.js
922,35-44 years old,Portugal,26852.0,Node.js
922,35-44 years old,Portugal,26852.0,React
922,35-44 years old,Portugal,26852.0,WordPress
923,55-64 years old,Netherlands,53703.0,No webframe reported
925,25-34 years old,USA,250.0,FastAPI
926,25-34 years old,USA,119000.0,Angular
926,25-34 years old,USA,119000.0,Spring Boot
927,35-44 years old,Israel,183493.0,No webframe reported
